Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,74.399712,75.495628,73.663994,75.104774,70.727577,3946806
2015-01-02,75.304039,76.177704,75.104774,75.472641,71.074005,6565229
2015-01-05,75.273384,77.641479,75.212074,76.721832,72.250374,9404837
2015-01-06,75.963120,79.381149,74.215782,76.139381,71.701881,18412441
2015-01-07,76.637527,77.794754,73.878578,75.464973,71.066772,10863352
2015-01-08,76.530235,78.783379,76.453598,78.438515,73.867020,7942903
2015-01-09,79.089928,79.817986,76.330978,77.656807,73.130867,12083224
2015-01-12,78.269905,80.070892,78.170280,78.867683,74.271164,12302379
2015-01-13,79.388817,79.519096,75.863487,76.131721,71.694656,7711411
2015-01-14,76.407616,76.438271,74.491676,75.311699,70.922432,6088603
2015-01-15,76.637527,77.380913,74.491676,76.775475,72.300896,8490702
2015-01-16,76.407616,77.633820,75.472641,76.683510,72.214310,7528008
2015-01-19,76.944077,78.476830,76.660522,77.603165,73.080345,7947209
2015-01-20,77.971024,78.170280,77.043709,77.633820,73.109215,6590817
2015-01-21,77.710457,78.001678,76.599213,77.580170,73.058693,6416875
2015-01-22,77.710457,80.009583,77.633820,79.488441,74.855759,8134532
2015-01-23,80.469406,88.041191,80.362114,86.424141,81.387238,45485926
2015-01-27,86.439468,87.780624,84.960365,86.033287,81.019150,12114821
2015-01-28,84.914383,88.953178,84.454559,85.404861,80.427345,13903344
2015-01-29,85.527481,91.313614,85.404861,89.420670,84.209106,37824705
2015-01-30,90.953423,99.015686,86.462463,96.149445,90.545715,65285063
2015-02-02,99.782066,101.560051,97.958092,100.364510,94.515129,41701833
2015-02-03,100.441147,100.464134,97.191711,98.341278,92.609810,11937206
2015-02-04,98.394920,101.835953,97.000122,99.368217,93.576904,20534456
2015-02-05,99.935341,100.011978,94.938568,95.467369,89.903404,15521514
2015-02-06,95.796913,98.693810,95.498024,96.157104,90.552925,13093343
2015-02-09,93.497787,97.253021,92.731407,93.375168,87.933136,9986256
2015-02-10,92.884682,98.004074,91.972694,97.321999,91.649940,16479576
2015-02-11,98.096039,102.203812,97.636215,101.391449,95.482224,19163587
2015-02-12,101.904922,105.299965,101.774635,104.893784,98.780434,19540915
2015-02-13,105.361275,105.713806,102.357086,102.985512,96.983360,11217343
2015-02-16,103.338043,105.008743,100.778351,101.621361,95.698730,11523388
2015-02-18,101.989227,103.460663,101.391449,102.042870,96.095680,6802972
2015-02-19,102.839897,107.499458,101.958572,106.104660,99.920731,16545483
2015-02-20,107.139267,108.472755,104.227036,105.361275,99.220688,13753196
2015-02-23,105.759789,106.219612,103.322716,104.204048,98.130898,6944254
2015-02-24,104.158066,109.545685,104.158066,109.162498,102.800362,18937816
2015-02-25,109.898216,110.273743,106.372887,106.664116,100.447578,13553581
2015-02-26,106.694771,107.905640,104.380318,105.460907,99.314507,15476196
2015-02-27,106.096992,109.331100,105.437912,109.032211,102.677673,12843035
2015-02-28,null,null,null,null,null,null
2015-03-02,107.599091,109.744942,105.759789,108.809967,102.468384,8781363
2015-03-03,109.361755,111.507607,108.380791,110.633934,104.186043,10908493
2015-03-04,111.576576,111.683868,107.292542,107.951622,101.660057,9656926
2015-03-05,108.097237,108.357803,105.759789,107.208237,100.959991,12558461
2015-03-09,106.510841,106.510841,101.682671,102.042870,96.095680,7975309
2015-03-10,102.081192,104.150398,98.057716,99.391212,93.598564,9985479
2015-03-11,99.521492,101.391449,97.743507,99.429527,93.634644,11566206
2015-03-12,100.241890,101.115555,99.567474,100.502457,94.645035,6724218
2015-03-13,101.123222,101.927917,96.256737,97.191711,91.527252,9152930
2015-03-16,97.329659,98.839424,95.260452,98.096039,92.378876,10155774
2015-03-17,98.594177,99.552147,97.199379,98.839424,93.078918,6650031
2015-03-18,98.877739,99.782066,98.019402,98.724464,92.970673,4567788
2015-03-19,99.636452,99.782066,94.011253,94.838943,89.311607,8507137
2015-03-20,94.570709,95.229790,92.578133,93.474792,88.026955,12267377
2015-03-23,93.842651,94.700996,90.899773,91.390251,86.063911,9837934
2015-03-24,90.976410,91.696800,89.129448,90.654533,85.371063,9013384
2015-03-25,91.244644,93.865646,90.899773,93.313858,87.875397,8756630
2015-03-26,92.700752,94.179855,91.359596,92.194946,86.821701,14607308
2015-03-27,91.965034,91.965034,89.420670,91.236977,85.919579,7045197
2015-03-30,92.424858,95.030533,92.194946,94.838943,89.311607,5615297
2015-03-31,95.352417,97.023109,93.750687,94.317810,88.820839,8187770
2015-04-01,93.313858,94.386780,92.424858,93.865646,88.395035,5663060
2015-04-06,94.264160,97.329659,93.903961,96.410011,90.791100,5353082
2015-04-07,97.329659,98.847084,95.881210,98.241646,92.515991,8201797
2015-04-08,98.693810,99.460182,97.176384,98.839424,93.078918,9957941
2015-04-09,99.153633,99.153633,96.954140,98.096039,92.378876,4112808
2015-04-10,96.570953,98.494553,95.842896,97.797150,92.097389,6573554
2015-04-13,97.712852,101.774635,97.329659,101.437431,95.525520,10420149
2015-04-15,101.743980,102.556343,98.126694,98.923721,93.158325,7813182
2015-04-16,98.893066,100.402824,97.023109,98.210991,92.487114,7010657
2015-04-17,98.096039,99.567474,97.505928,98.479225,92.739716,6112233
2015-04-20,98.479225,99.291580,96.869835,98.364265,92.631462,8286932
2015-04-21,98.096039,101.291824,97.329659,99.812721,93.995499,11180742
2015-04-22,100.525444,101.881927,98.946716,101.192192,95.294579,9174702
2015-04-23,101.950905,103.997124,101.176865,103.108131,97.098846,9486964
2015-04-24,102.993172,102.993172,100.088615,101.199860,95.301788,7851453
2015-04-27,101.460426,102.311104,98.126694,100.241890,94.399666,6648955
2015-04-28,98.900734,100.655731,98.103699,100.234222,94.392441,5830498
2015-04-29,100.540771,104.686867,100.226563,103.843849,97.791702,7722104
2015-04-30,103.920486,105.606514,102.801582,103.338043,97.315369,13112048
2015-05-04,103.920486,109.254463,102.847565,108.457428,102.136391,11619476
2015-05-05,108.825294,111.124420,107.637405,109.660637,103.269463,9925470
2015-05-06,108.695007,108.825294,103.154114,104.020119,97.957687,9298055
2015-05-07,103.161781,103.460663,97.099747,99.575142,93.771767,6735975
2015-05-08,101.199860,105.606514,100.701714,104.863129,98.751556,6537756
2015-05-11,106.066338,108.825294,105.545204,108.388458,102.071426,6250194
2015-05-12,108.365463,108.403786,102.694290,103.253746,97.235977,6854481
2015-05-13,104.380318,111.883125,104.380318,110.695244,104.243782,38481851
2015-05-14,109.285118,113.553825,108.120224,113.032692,106.444992,26280844
2015-05-15,113.116997,114.082626,111.584244,113.224281,106.625412,15502215
2015-05-18,112.672493,119.401268,112.672493,118.688538,111.771202,17281278
2015-05-19,117.868523,119.937737,117.025505,118.029457,111.150536,13493245
2015-05-20,118.788170,120.397560,118.328346,119.623520,112.651703,14434024
2015-05-21,119.960724,120.320923,118.175072,119.623520,112.651703,9851602
2015-05-22,120.458870,122.543411,119.554543,121.815353,114.715797,13381322
2015-05-25,121.087296,122.390137,119.784454,120.520180,113.496101,11963825
2015-05-26,121.056641,123.225487,120.320923,121.623756,114.535362,17826044
2015-05-27,119.738472,121.700394,119.723145,121.163933,114.102341,11121457
2015-05-28,120.934021,121.240570,109.652977,112.580528,106.019188,38326555
2015-05-29,112.503891,112.503891,104.020119,108.258171,101.948746,52597892
2015-06-01,108.672012,110.618607,96.149445,97.030777,91.375687,71545880
2015-06-02,97.789490,100.157585,95.260452,97.636215,91.945847,112566102
2015-06-03,312.391876,312.391876,57.950245,59.802910,56.317524,89673759
2015-06-04,61.028938,65.033958,59.557705,63.508240,59.806892,27138057
2015-06-05,63.753445,65.960297,61.219654,62.799866,59.139805,18109318
2015-06-08,63.562729,63.971405,53.700016,54.353897,51.186085,27980663
2015-06-09,54.844307,56.615238,53.291340,54.626347,51.442646,24868857
2015-06-10,54.762573,56.342789,54.490124,54.817062,51.622250,9294001
2015-06-11,55.416454,55.688904,52.582970,53.345829,50.236767,10489218
2015-06-12,52.855419,52.882664,50.730305,51.193470,48.209850,9493008
2015-06-15,51.193470,56.969421,50.130913,54.735329,51.545277,23764327
2015-06-16,54.735329,54.898800,51.111736,52.746437,49.672302,11264023
2015-06-17,53.345829,55.225739,52.419498,54.081448,50.929508,13221475
