Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,438.988831,441.812073,437.676270,439.781311,417.988892,1367720
2015-01-02,439.880371,443.818054,437.998199,438.617340,416.882599,3383424
2015-01-05,438.344940,441.267212,432.946106,433.812897,412.316254,4662967
2015-01-06,430.915344,432.401276,412.093750,414.124512,393.603485,8596809
2015-01-07,414.619812,425.367950,414.570282,423.139069,402.171295,9562421
2015-01-08,426.011841,427.398682,416.130493,417.071564,396.404510,9171029
2015-01-09,420.216766,426.952911,418.532715,426.110901,404.995911,6180769
2015-01-12,426.209961,426.457611,416.848694,421.157837,400.288269,4661200
2015-01-13,422.495178,423.460999,416.303864,417.616425,396.922363,4591328
2015-01-14,417.542114,419.523346,411.697510,413.554901,393.062103,5251887
2015-01-15,416.056213,431.460175,416.056213,428.067352,406.855408,7811847
2015-01-16,425.962311,433.391876,422.024628,430.766754,409.421021,8831705
2015-01-19,431.014404,438.840240,425.343170,435.695038,414.105133,6156390
2015-01-20,436.611359,448.523438,435.298798,447.285187,425.120911,6166247
2015-01-21,448.251038,451.420990,441.836823,449.117798,426.862701,7884400
2015-01-22,448.325317,449.340698,435.620758,437.725800,416.035248,10947527
2015-01-23,440.821442,444.684845,434.382477,439.286011,417.518158,8344145
2015-01-27,442.257843,444.139984,436.116058,440.350922,418.530304,8279250
2015-01-28,438.889771,450.628479,438.889771,449.167328,426.909760,8906082
2015-01-29,449.291168,462.862518,449.192108,460.336456,437.525452,16668291
2015-01-30,460.633667,461.252777,450.232239,453.327911,430.864288,10036145
2015-02-02,453.724152,455.631073,448.597748,449.761719,427.474792,8908197
2015-02-03,452.312531,466.007721,452.312531,464.397980,441.385742,7888109
2015-02-04,465.140930,467.468872,458.602905,460.039276,437.243042,6494638
2015-02-05,463.605469,465.537170,454.491882,457.513245,434.842133,5706742
2015-02-06,457.711365,460.633667,447.260406,450.678009,428.345673,4174655
2015-02-09,446.368866,454.690002,441.812073,444.139984,422.131622,4079516
2015-02-10,444.783905,448.003387,426.606201,436.859009,415.211426,6299938
2015-02-11,438.840240,448.127197,437.354309,446.121216,424.014648,4513933
2015-02-12,449.736938,452.684021,439.459351,450.306549,427.992615,4019490
2015-02-13,452.708771,456.076843,450.257019,454.442352,431.923431,3412182
2015-02-16,455.036713,457.760895,445.774506,447.161346,425.003204,5661079
2015-02-18,445.774506,449.736938,443.000793,446.591766,424.461884,4538867
2015-02-19,449.216858,449.538818,439.607971,446.789886,424.650177,4407617
2015-02-20,443.421814,443.793274,431.559235,432.450806,411.021698,8637984
2015-02-23,430.890594,434.258667,419.572876,421.727448,400.829681,6509207
2015-02-24,423.114288,424.377319,414.570282,416.774384,396.122070,9205176
2015-02-25,420.414886,424.228729,416.576263,417.616425,396.922363,7049002
2015-02-26,419.077576,421.009247,414.372162,417.046814,396.380981,9903671
2015-02-27,419.795746,426.457611,418.334595,423.758209,402.759766,8611300
2015-02-28,null,null,null,null,null,null
2015-03-02,430.420044,433.639526,423.758209,428.067352,406.855408,6728442
2015-03-03,430.420044,448.969208,429.627563,446.170746,424.061737,9523937
2015-03-04,448.746338,450.554199,435.893158,439.756561,417.965363,6680693
2015-03-05,442.059723,445.155365,434.952087,438.320160,416.600098,4945756
2015-03-09,438.394470,441.688232,428.017822,430.742004,409.397491,6491176
2015-03-10,430.395294,433.788116,423.683899,425.541290,404.454529,7030516
2015-03-11,426.432831,430.717224,422.197998,423.956329,402.948151,5369953
2015-03-12,424.971680,429.627563,423.782959,427.844452,406.643524,5437566
2015-03-13,430.420044,430.717224,419.523346,421.058777,400.194092,5970034
2015-03-16,421.752197,422.965698,416.204803,417.096344,396.428040,6387153
2015-03-17,421.281677,425.912781,416.551514,424.402100,403.371796,8800839
2015-03-18,424.476379,432.029785,423.337189,430.246704,408.926758,4278050
2015-03-19,433.664307,434.233887,423.040009,424.055389,403.042236,6430821
2015-03-20,424.922150,426.531891,420.315826,423.040009,402.077148,4802236
2015-03-23,424.228729,427.943512,415.115112,417.022034,396.357422,6115649
2015-03-24,417.096344,423.139069,417.096344,419.993866,399.182007,4263534
2015-03-25,420.513947,420.761597,416.551514,418.483185,397.746155,4737268
2015-03-26,416.601044,420.637787,408.180847,410.756439,390.402252,9516748
2015-03-27,413.034851,413.579681,396.962189,402.039063,382.116943,10765370
2015-03-30,404.466064,405.010895,394.485657,401.568542,381.669678,7998063
2015-03-31,405.159485,412.539551,405.159485,409.121948,388.848816,9338631
2015-04-01,408.577087,415.560913,402.732483,414.099762,393.579987,6732605
2015-04-06,414.074982,415.065582,406.843536,408.453278,388.213257,5692183
2015-04-07,409.146698,414.124512,409.146698,412.514771,392.073486,9818618
